flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
44187821,10519901,N13227,B738,UAL184,UA184,MNL,GUM,GUM,
44187838,0,,,,,,,,
44187856,14974799,PR-GTC,B738,GOL1667,G31667,UDI,CNF,CNF,
44187777,11208405,,,,,,,,
44187840,0,,LJ60,LJ60,,,,,
44187776,11206684,,,,,,,,
44187773,10629137,N240AT,B737,TRS1807,FL1807,ATL,AUA,AUA,
44187779,,N849AS,CRJ2,ASQ5181,EV5181,ATL,LEX,LEX,
44187797,14977789,PR-GUN,B738,GLO1097,G31097,FOR,SSA,SSA,
44187848,10881108,,,,,,,,
44187774,12612709,C-GSCA,B763,AC962,AC962,YYZ,BOG,BOG,
44187783,4439688,VP-BZP,A320,AFL1775,SU1775,KRR,,,
44187869,4595513,OH-LVL,A319,FIN1MC,AY638,ARN,HEL,HEL,
44187868,15205414,CC-BAQ,A320,LAN166,LA166,SCL,IQQ,IQQ,
44187859,12256366,,,,,,,,
44187796,11023479,N628FE,MD11,FDX440,FX440,OAK,MEM,MEM,
44187833,10602152,N213WN,B737,,,,,,
44187782,4920853,HB-IJL,A320,SWR104K,LX1582,ZRH,VIE,VIE,
44187807,7405652,HZ-AK12,B77W,SV833,SV833,RUH,JED,JED,
44187790,1383731,RA-73011,B752,MOV161,NN161,DME,MCX,MCX,
44187824,8389551,VT-SPM,B738,SEJ402,SG402,HYD,BOM,BOM,
44187830,12615837,C-GWSI,B736,WJA514,WS514,YYJ,YEG,YEG,
44187837,4687161,LN-DYA,B738,NAX8KL,DY4080,GOT,ARN,ARN,
44187839,3957514,D-AHXJ,B737,BER774Y,AB8242,TXL,OSL,OSL,
44187804,,N322NB,A319,DAL1243,DL1243,BOS,DTW,DTW,
44187829,12255260,,,,,,,,
44187832,11119367,N722AN,B77W,AAL57,AA57,LHR,MIA,MIA,
44187854,4921221,HB-IXP,RJ1H,SWR1109,LX1109,MUC,ZRH,ZRH,
44187798,11084016,N688AA,B752,AAL162,,,,,
44187825,0,,CL30,CL30,,,,,
44187805,,N652AA,B752,AAL2493,AA2493,MCO,JFK,JFK,
44187791,4735204,PH-KZG,F70,KLM1020,KL1020,LHR,AMS,AMS,
44187817,10824796,N432UP,B752,UPS4195,5X4195,PHL,SDF,SDF,
44187861,5024473,EI-FAU,AT76,REA47BZ,EI3247,ABZ,DUB,DUB,
44187772,8923179,HS-JAK,B762,JAA841,,,,,
44187808,0,,E55P,E55P,,,,,
44187822,3958116,D-AIKD,A333,DLH618,LH618,FRA,AUH,AUH,
44187786,0,,FA7X,FA7X,,,,,
44187831,10797424,N405YX,E170,EGF4245,MQ4245,ORD,,,
44187849,5022274,EI-DCL,B738,RYR4926,FR4926,DTM,KRK,KRK,
44187784,10591058,N202VF,RV8,N202VF,,DFW,,,
44187816,4958804,TC-JRT,A321,THY4RS,TK1998,LGW,IST,IST,
44187841,3753262,F-GRJO,CRJ1,HO086RQ,A53486,SXB,MPL,MPL,
44187813,9003401,A6-EEJ,A388,A6EEJ,EK801,DXB,JED,JED,
44187847,11171531,N7732A,B737,SWA427,WN427,BWI,PWM,PWM,
44187843,4735061,PH-BFM,B744,KLM856,KL856,ICN,AMS,AMS,
44187792,434249,A7-ACK,A332,QTR815,QR815,HKG,DOH,DOH,
44187815,4805257,CS-TTI,A319,TAP839,TP839,FCO,LIS,LIS,
44187811,3958608,D-AIZP,A320,DLH7HL,LH148,FRA,NUE,NUE,
44187789,434243,A7-AGA,A346,QTR514,QR514,DOH,COK,COK,
44187809,5023575,EI-DSY,A320,ADH750,AP750,VCE,TIA,TIA,
44187866,11085069,N689EC,E145,EGF3273,MQ3273,CMI,ORD,ORD,
44187810,11109664,N712SW,B737,,,,,,
44187836,4967493,TC-SBE,B738,THY4238,TK4238,IST,JED,JED,
44187814,3960276,D-AKNT,A319,GWI305R,4U2041,HAM,STR,STR,
44187901,,N978DL,,DAL554,DL554,NAS,ATL,ATL,
44187917,0,,C25C,C25C,,,,,
44187876,3953768,D-AECH,E190,DLH4AJ,LH936,FRA,LCY,LCY,
44187878,4198366,G-EZBM,A319,EZY637,U2637,LPL,IOM,IOM,
44187939,7405636,HZ-AKR,B772,SVA450,SV450,KRT,JED,JED,
44187882,4595221,OH-LKF,E190,FCM855E,AY2855,HEL,HAM,HAM,
44187899,4804974,CS-TKN,A310,RZO301,S4301,LIS,YYZ,YYZ,
44187906,3953762,D-AECB,E190,DLH254,LH254,FRA,MXP,MXP,
44187960,10681324,N29124,B752,,,,,,
44187910,3951017,D-ABMI,B738,BER938C,AB7625,FAO,PMI,PMI,
44187959,3952141,D-ACPM,CRJ7,DLH8NE,LH2397,BSL,MUC,MUC,
44187898,4220530,G-EZUY,A320,EZY354L,U24066,NCE,ORY,ORY,
44187964,,N406UA,A320,UAL849,UA849,SJC,DEN,DEN,
44187911,7865990,B-5541,B738,CDG4089,SC4089,CKG,DAD,DAD,
44187970,10816144,N424AW,CRJ2,,,,,,
44187918,11130335,N73270,B738,UAL1545,UA1545,IAH,CZM,CZM,
44187930,0,,C56X,C56X,,,,,
44187909,4686859,LN-RRK,B738,SAS4425,SK4425,TOS,OSL,OSL,
44187891,0,,H25B,H25B,,,,,
44187920,0,,C525,C525,,,,,
44187904,,N577RP,E145,CHQ6123,RP6123,BOS,ORF,ORF,
44187897,3951138,D-ABQB,DH8D,BER916D,AB6713,HAM,NUE,NUE,
44187941,10915407,N521TA,A319,TPU930,T0930,LIM,,,
44187947,0,,H25B,H25B,,,,,
44187874,8390129,VT-ANH,B788,AIC701,AI701,CCU,DEL,DEL,
44187931,8999033,V8-RBS,A320,RBA829,BI829,BWN,BKI,BKI,
44187888,5023764,EI-EKV,B738,RYR401E,FR1284,XRY,BCN,BCN,
44187889,12256326,,,,,,,,
44187895,0,,C750,C750,,,,,
44187962,4735327,PH-BXF,B738,KLM12H,KL1704,MAD,AMS,AMS,
44187894,14975680,PR-GEA,B737,GLO1072,G31072,CGH,PPB,PPB,
44187922,7455265,HL8221,B739,KAL464,KE464,DAD,ICN,ICN,
44187934,0,,C56X,C56X,,,,,
44187932,4219024,G-EUNB,A318,BAW3,BA3,LCY,SNN,SNN,
44187887,853151,XA-VON,A320,VOI930,Y4930,GDL,SJC,SJC,
44187963,4217702,G-EZDM,A319,EZY63DC,U24566,AMS,SXF,SXF,
44187873,,N8506C,CRJ2,FLG4088,9E4088,MDW,DTW,DTW,
44187950,3952134,D-ACPF,CRJ7,DLH99H,LH2266,MUC,MRS,MRS,
44187905,10603548,N215AG,CRJ7,,,,,,
44187927,12255770,,,,,,,,
44187886,4882780,SE-DSU,RJ1H,SCW161,TF161,BMA,MMX,MMX,
44187919,3416343,EC-JAP,B738,AEA1222,UX1222,ORY,MAD,MAD,
44187885,9003036,A6-EKX,A332,UAE950,EK950,EBL,DXB,DXB,
44187969,10757326,,,JB1081,,,,,
44187967,,N973TW,MD83,AAL1656,AA1656,SMF,DFW,DFW,
44187956,3417294,EC-KCG,B738,AEA1037,UX1037,AGP,CDG,CDG,
44187890,4217719,G-ECOD,DH8D,BEE8UA,BE311,EXT,JER,JER,
44187957,3806799,F-OFSP,AT45,SPM1122,PJ1122,YHZ,FSP,FSP,
44187961,12256306,,,,,,,,
44187896,0,,GLEX,GLEX,,,,,
44187928,3757867,F-GVZL,AT72,HO685GH,A5685,ORY,RDZ,RDZ,
44187880,0,,C750,C750,,,,,
44187949,4195863,G-FCLA,B752,TCX26CN,TCX3353,TFS,GLA,GLA,
44187933,0,,C25C,C25C,,,,,
44187940,5023151,EI-DSD,A320,AZA1775,AZ1775,LIN,PMO,PMO,
44187879,98401,5A-LAH,A320,LAA340,LN340,TIP,,,
44187929,4737840,PH-EZC,E190,KLM95X,KL1783,AMS,HAM,HAM,
44187921,9044734,PK-GPP,A332,GIA887,GA887,HND,DPS,DPS,
44187908,5024208,EI-EVH,B738,RYR145B,FR8582,STN,SKG,SKG,
44187958,7866449,B-6546,A332,CES543,MU543,PVG,SIN,SIN,
44187912,4735206,PH-KZI,F70,KLM23Y,KL1861,AMS,DUS,DUS,
44187948,12597833,C-FWBW,B737,,,,,,
44187944,,N607LR,,ASQ4892,EV4892,ATL,ALB,ALB,
44187877,11208899,,,,,,,,
44187875,9003599,A6-ABP,A320,ABY167,G9167,SHJ,DMM,DMM,
44187926,4196476,G-EUPM,A319,BAW746,BA746,LHR,SVG,SVG,
44187968,,N693BR,CRJ2,SKW5539,OO5539,SFO,SLC,SLC,
44187971,0,,C56X,C56X,,,,,
44187907,11104034,N707FX,C208,,,,,,
44187881,3416984,EC-JTR,A320,VLG3913,VY3913,PMI,BCN,BCN,
44188025,3958114,D-AIKB,A333,DLH9921,,SXF,DUS,DUS,
44188032,0,,LJ45,LJ45,,,,,
44187976,11301462,N9006,A319,AAL1310,AA1310,DFW,CLE,CLE,
44188048,0,,GLF5,GLF5,,,,,
44187980,15205411,CC-BAN,A320,LXP265,,,,,
44188066,,N12540,E145,ASQ4272,EV4272,BTV,ORD,ORD,
44188042,5022230,EI-DEH,A320,EIN43F,EI436,DUB,MXP,MXP,
44188030,10556348,N169GJ,CRJ7,,,,,,
44188023,11282044,N882NN,B738,AAL115,AA115,ORD,PDX,PDX,
44188024,3413195,EC-HQL,A320,VLG3067,VY3067,LPA,AGP,AGP,
44188072,8390407,VT-JFC,B738,JAI592,9W592,BOM,BAH,BAH,
44187988,0,,GLF6,GLF6,,,,,
44188063,4197252,G-DBCF,A319,BAW74J,BA2774,LGW,JER,JER,
44188016,5024301,EI-RUF,B738,TSO383,UN383,VKO,VIE,VIE,
44188026,7865094,B-5317,B738,ZH9324,ZH9324,KWE,SZX,SZX,
44188058,12585854,C-FEJD,E170,SKV7455,,LGA,YUL,YUL,
44188040,4456542,OE-LIR,D328,A68010,,,,,
44188052,3958356,D-AIRT,A321,DLH1PN,LH114,FRA,MUC,MUC,
44188015,11339685,N939FR,A319,FFT917,F9917,TTN,MCO,MCO,
44187990,7453842,HL7492,B744,KAL672,KE672,KUL,ICN,ICN,
44188022,12255642,,,,,,,,
44188057,11229556,N830MG,,,,,,,
44187979,4595508,OH-LVG,A319,FIN4ZP,AY645,HEL,ARN,ARN,
44187977,4219437,G-EZTV,A320,EZY559E,U24067,ORY,NCE,NCE,
44188054,,N178JB,E190,JBU218,B6218,CLT,JFK,JFK,
44188013,4921248,HB-IYQ,RJ1H,SWR1622,LX1622,ZRH,MXP,MXP,
44188046,14978746,PR-AQM,AT76,AZU4259,AD4259,MGF,VCP,VCP,
44188008,12586929,C-FFYM,E190,ACA559,AC559,SFO,YVR,YVR,
44188045,3956450,D-AGWB,A319,TEST,,BUD,,,
44188012,10882065,,,,,,,,
44188070,10947729,N553WN,B737,,,,,,
44188029,4595468,OH-LTS,A333,FIN41,AY41,HEL,ICN,ICN,
44188041,4456811,OE-LDG,A319,AUA565Z,OS565,VIE,ZRH,ZRH,
44187972,4687776,LN-NIB,B738,NAX1309,DY1309,LGW,OSL,OSL,
44188039,,N702BR,CRJ2,SKW2585,OO2585,EUG,LAX,LAX,
44188021,0,,C25B,C25B,,,,,
44188059,10912498,N519AV,A319,AVA9533,AV9533,BAQ,BOG,BOG,
44188068,3951029,D-ABMU,B738,BER524V,AB6502,CGN,TXL,TXL,
44188044,10880070,,,,,,,,
44188047,7866815,B-9906,A321,CES5650,MU5650,HAK,PVG,PVG,
44188033,11205686,N807DN,B739,DAL1116,DL1116,ATL,SFO,SFO,
44188060,3420692,EC-KSS,E145,AEA1156,UX1156,LIS,MAD,MAD,
44187986,10749921,N359SW,B733,,,,,,
44187987,12256188,,,,,,,,
44188049,4687036,LN-RRC,B736,SAS4615,SK4615,SVG,ABZ,ABZ,
44188020,9003360,A6-EYL,A332,ETD470,EY470,SIN,BNE,BNE,
44188050,7866281,B-6807,A320,CSZ9712,ZH9712,KHN,CAN,CAN,
44187993,10499909,N1129S,BE58,N1129S,,HUF,IXD,IXD,
44188028,4920984,HB-IOM,A321,SWR326,LX326,ZRH,LHR,LHR,
44188005,0,,H25B,H25B,,,,,
44188034,11255332,N856FE,C208,N856FE,,,,,
44188014,3960266,D-AKNJ,A319,DLH6VX,LH1681,BUD,MUC,MUC,
44187992,4921838,HB-JVI,F100,OAW441,2L441,BRS,ZRH,ZRH,
44188010,8811828,JA705J,B772,JAL33,JL33,HND,BKK,BKK,
44188043,3950957,D-ABKM,B738,BER907H,AB7913,SVQ,PMI,PMI,
44188004,10800277,N408YX,E170,EGF4237,,ATL,ORD,ORD,
44187989,10912949,N519UW,A321,AWE690,US690,SEA,EWR,EWR,
44188069,3958167,D-AILW,A319,DLH5MM,LH2114,MUC,BRE,BRE,
44188009,12610212,C-GOJZ,CRJ7,,,,,,
44188065,3146670,I-ADJN,E190,DLH6LC,LH1848,MUC,FCO,FCO,
44187991,4687087,LN-KHB,B733,NAX7EU,DY337,BDU,OSL,OSL,
44187994,4666372,HA-LPD,A320,WZZ296,W61676,LBC,GDN,GDN,
44188051,434315,A7-AIB,A321,,,,,,
44188027,4450245,M-SPEX,B350,SSZ7A,,,,,
44188064,10291532,,,,,,,,
44188071,811072,9Y-TTE,AT76,BWA1515,BW1515,TAB,POS,POS,
44188031,10878253,N485WN,B737,,,,,,
44188003,7453716,HL7414,B744,AAR987,OZ987,ICN,PVG,PVG,
44187978,11210226,,,,,,,,
44188172,15204945,CC-COY,A319,LPE2296,LP2296,LIM,,,
44188075,4198362,G-EZBI,A319,EZY32JL,U28434,BSL,LGW,LGW,
44188141,0,,CL60,CL60,,,,,
44188108,11265330,N866AS,CRJ2,,,,,,
44188074,4739178,PH-LCI,JS31,PNX526,,,,,
44188099,4218124,G-EZDS,A319,EZY6980,U26980,CPH,EDI,EDI,
44188095,4218904,G-EZTL,A320,EZY32WF,U2551,NCL,BFS,BFS,
44188127,,N512MJ,CRJ7,ASH3763,YV3763,BOS,ORD,ORD,
44188106,4342479,VP-BTF,A319,SVR93,U693,DME,HTA,HTA,
44188136,11252825,N853VA,A320,VRD1,VX1,SFO,DCA,DCA,
44188137,7454496,HL7720,A333,KAL680,KE680,HAN,ICN,ICN,
44188132,4011866,D-ETFE,P28A,DETFE,,,,,
44188107,10837668,N445QX,DH8D,N445QX,,,,,
44188096,7405742,HZ-ASR,A321,SVA1558,SV1558,TUU,JED,JED,
44188098,10765806,N37464,B739,UAL1230,UA1230,IAH,MCO,MCO,
44188085,11236407,N837VA,A320,VRD1930,VX1930,SFO,LAX,LAX,
44188158,0,,C25B,C25B,DW7405,,,,
44188159,0,,C25A,C25A,,,,,
44188073,4196651,G-RJXH,E145,BMR1442,BM1442,GOT,BHX,BHX,
44188149,5023791,EI-DTO,A320,AZA79A,AZ238,LIN,LHR,LHR,
44188118,14975226,PT-MXC,A321,TAM3067,JJ3067,FOR,BSB,BSB,
44188084,4195699,G-BYAT,B752,TOM5LW,TOM4547,SPC,LGW,LGW,
44188126,,N57855,B753,UAL1001,UA1001,DEN,ORD,ORD,
44188078,12604865,C-GGMI,DH8D,,,,,,
44188105,11163354,N76528,B738,UAL1735,UA1735,EWR,LAX,LAX,
44188082,12598263,C-FWSK,B737,WJA108,WS108,YVR,YEG,YEG,
44188100,4456947,OE-LVL,F100,AUA114C,OS114,MUC,VIE,VIE,
44188134,4569198,OY-NCN,J328,SUS47U,,,,,
44188083,3424972,EC-LRU,AT76,ANE8274,YW8274,AGP,MLN,MLN,
44188154,8913998,HS-ABN,A320,AIQ3430,FD3430,CNX,DMK,DMK,
44188157,4197112,G-EZDC,A319,EZY45TG,U28577,LGW,BCN,BCN,
44188146,12256432,,,,,,,,
44188155,5023980,EI-IMC,A319,AZA8012,AZ8012,FLR,,,
44188109,3950953,D-ABKI,B738,BER434A,AB8230,DUS,CPH,CPH,
44188171,8390613,VT-SZF,B738,SEJ311,SG311,MAA,IXM,IXM,
44188120,9003890,A6-ANQ,A320,ABY154,G9154,RUH,SHJ,SHJ,
44188147,12256422,,,,,,,,
44188129,10732083,N341NB,A319,DAL373,DA73,LGA,NAS,NAS,
44188121,10926060,N532AS,B738,,,,,,
44188088,11182695,N78448,B739,UAL112,UA112,LAS,IAH,IAH,
44188087,4968108,TC-SUL,B738,SXS7932,,,,,
44188156,4342177,VP-CXR,A320,KNE211,XY211,JED,RUH,RUH,
44188143,12847233,,,,,,,,
44188097,0,,E55P,E55P,,,,,
44188128,4735447,PH-XRZ,B737,TRA6653,HV6653,EIN,AGP,AGP,
44188093,3753261,F-GRJN,CRJ1,HO125MA,A53125,TLS,RNS,RNS,
44188133,0,,CL60,CL60,,,,,
44188135,5250513,9A-CQF,DH8D,CTN464,OU464,ZAG,ZRH,ZRH,
44188161,11207468,N8089D,,,,,,,
44188089,1372421,RA-61701,A148,SDM624,FV624,KRR,LED,LED,
44188144,853940,XA-JLV,SU95,AIJ3940,4O3940,MEX,ZCL,ZCL,
44188138,3950900,D-ABIT,B735,DLH39P,LH1254,FRA,LNZ,LNZ,
44188130,9006718,-,,,,,,,
44188081,4196308,G-BYHG,D328,,,,,,
44188119,4220225,G-EZUH,A320,EZY66CB,U28876,AMS,LGW,LGW,
44188173,11210736,N81133,P28A,N81133,N81133,LGB,,,
44188094,4920854,HB-IJM,A320,SWR1839,LX1839,ATH,ZRH,ZRH,
44188162,9003691,A6-FDI,B738,FDB21,FZ21,DXB,BAH,BAH,
44188131,3780963,F-HMLD,CRJX,HO106DM,A54106,LYS,NTE,NTE,
44188145,11261159,N8610A,B738,SWA62,WN62,PHX,TUL,TUL,
44188148,12256207,,,,,,,,
44188086,11270031,N870NN,B738,AAL2246,AA2246,ORD,PBI,PBI,
44188139,,N919SW,CRJ2,SKW764P,UA6331,ORD,CLE,CLE,
44188110,4967464,TC-SAH,B738,THY4282,TK4282,TZX,JED,JED,
44188076,0,,F900,F900,,,,,
44188122,10570718,N183AN,B752,AAL1521,AA1521,DFW,SFO,SFO,
44188160,853787,XA-AMK,B738,AMX402,AM402,MEX,JFK,JFK,
44188142,11209820,,,,,,,,
44188180,5046533,LX-VCE,B748,CLX774,,IND,LAX,LAX,
44188258,4456695,OE-LVE,F100,AUA314N,OS314,ARN,VIE,VIE,
44188225,12603888,C-GFAT,A310,TSC764,TS764,YXE,CUN,CUN,
44188248,3956462,D-AGWN,A319,GWI3YC,4U465,LHR,CGN,CGN,
44188205,8915015,HS-BBG,A320,AIQ3016,FD3016,HKT,DMK,DMK,
44188253,14978916,PP-CPM,SR22,PPCPM,,VCP,,,
44188271,3950963,D-ABKS,B738,BER114A,AB6123,CGN,MUC,MUC,
44188263,4457897,OE-IAS,B734,TAY167C,,LCA,ATH,ATH,
44188191,4958785,TC-JRA,A321,THY5NT,TK402,LED,IST,IST,
44188252,7453811,HL7473,B744,KAL624,KE624,MNL,ICN,ICN,
44188195,4958618,TC-JLZ,A319,THY3QE,TK2329,ADB,IST,IST,
44188181,7453810,HL7472,B744,KAL661,KE661,PUS,BKK,BKK,
44188178,3754473,F-GSPJ,B772,AFR241,AF241,KUL,CDG,CDG,
44188211,3761569,F-GZNB,B77W,AFR373Y,,ORY,,,
44188214,14977793,PR-GUV,B738,GOL1824,G31824,GRU,FOR,FOR,
44188235,9044023,PK-GPA,A333,GIA718,GA718,DPS,MEL,MEL,
44188215,7865503,B-6377,A320,ZH9521,ZH9521,XIY,CTU,CTU,
44188176,4509296,OO-SSP,A319,BEL60D,SN2720,GVA,BRU,BRU,
44188206,11297861,N898NN,B738,AAL374,AA374,DFW,MIA,MIA,
44188175,4456667,OE-LVC,F100,AUA82GQ,OS582,GVA,VIE,VIE,
44188246,10662125,N27246,B738,UAL180,UA180,HKG,GUM,GUM,
44188193,7389345,A4O-BM,B738,OMA624,WY624,DXB,MCT,MCT,
44188262,5254248,YL-BAE,DH8D,BTI84W,BT304,HEL,RIX,RIX,
44188203,3780964,F-HMLE,CRJX,AF376WA,AF7376,ORY,BES,BES,
44188268,,N607AE,E145,EGF3115,MQ3115,MKE,DFW,DFW,
44188247,4595561,OH-LXH,A320,FIN667X,AY667,HEL,CPH,CPH,
44188236,4196246,G-EMBJ,E145,BMR9443,,,,,
44188240,811043,9Y-SLU,B738,BWA458,BW458,ANU,KIN,KIN,
44188204,4456721,OE-LGJ,DH8D,AUA735Q,OS735,VIE,BEG,BEG,
44188249,11321187,N920NN,B738,AAL1262,AA1262,SNA,ORD,ORD,
44188260,853686,XA-VIS,B733,VIV2241,VB2241,VSA,GDL,GDL,
44188190,11233263,N834HK,E145,GCC3348,,,,,
44188224,4566387,OY-KKS,B736,SAS839,SK839,OSL,CDG,CDG,
44188257,4494050,OO-DWB,RJ1H,BEL8YB,SN2307,BRU,BMA,BMA,
44188259,853457,XA-VFI,A320,AIJ2240,4O2240,MEX,CEN,CEN,
44188212,7865322,B-6335,A320,CES7167,MU7167,NGB,KBV,KBV,
44188250,4738085,PH-EZI,E190,KLM1023,KL1023,AMS,LHR,LHR,
44188270,4459675,OE-LFQ,F70,AUA115M,OS115,VIE,MUC,MUC,
44188208,,N927SW,CRJ2,SKW6506,OO6506,LAX,BOI,BOI,
44188174,3952069,D-ACNE,CRJ9,GWI2163,4U2163,BRU,STR,STR,
44188233,11232440,N833NN,B738,AAL2236,AA2236,MIA,LAS,LAS,
44188183,,N481UA,A320,UAL322,UA322,SNA,SFO,SFO,
44188261,4220778,G-LCYR,E190,CFE34M,,,,,
44188207,11166732,N769MB,BE20,N769MB,,MEM,LEX,LEX,
44188217,4456888,OE-LEE,A320,BER818G,AB8813,VIE,DUS,DUS,
44188238,11209998,,,,,,,,
44188269,,N13553,E145,ASQ4638,EV4638,CVG,EWR,EWR,
44188210,7864882,B-LJB,B748,CPA091D,,,,,
44188234,4342026,VP-BVZ,B735,UTA492,UT492,ROV,VKO,VKO,
44188223,11194356,N796SW,B737,,,,,,
44188237,11208794,,,,,,,,
44188184,0,,LJ45,LJ45,,,,,
44188222,11017660,N622AS,B737,,,,,,
44188213,10606535,N218FR,A320,FFT17,F917,CUN,STL,STL,
44188179,5022278,EI-DCP,B738,RYR230L,FR9871,ALC,KRK,KRK,
44188221,9003909,,,ETD9064,EY9064,TLS,,,
44188216,1383736,RA-73016,B752,MOV771,NN771,DME,TFS,TFS,
44188251,12592046,C-FNNH,B77L,ACA877,AC877,FRA,YYZ,YYZ,
44188182,10559652,N172AJ,B752,AAL121,AA121,CDG,JFK,JFK,
44188194,8389066,VT-JGP,B738,JAI582,9W582,DEL,AUH,AUH,
44188335,11236053,N837EX,DH8A,,,,,,
44188314,5022103,EI-CXN,B733,TSO155,UN155,DME,KGD,KGD,
44188336,3953747,D-AEBS,E190,DLH6CM,LH1647,GDN,MUC,MUC,
44188282,12597834,C-FWBX,B737,,,,,,
44188348,811066,9Y-TTC,AT76,BWA1518,BW1518,POS,TAB,TAB,
44188280,10581992,N194K,,,,,,,
44188286,4456696,OE-LVG,F100,AUA709H,OS709,VIE,PRG,PRG,
44188292,3145932,I-BIKI,A320,AZA88Z,AZ160,FCO,BRU,BRU,
44188276,,N740EV,CRJ7,ASQ5082,EV5082,ATL,BMI,BMI,
44188367,11212328,N813SY,B738,SCX244,SY244,JFK,MSP,MSP,
44188285,4737739,PH-EZA,E190,KLM66F,KL1366,WAW,AMS,AMS,
44188316,7700633,RP-C3337,A333,PAL311,PR311,HKG,MNL,MNL,
44188307,4958451,TC-JGS,B738,THY5HW,TK2163,ESB,IST,IST,
44188352,3952082,D-ACNR,CRJ9,DLH9XY,LH3163,GVA,DUS,DUS,
44188288,12256408,,,,,,,,
44188358,0,,GALX,GALX,,,,,
44188324,9003142,A6-ERG,A345,UAE758,EK758,ALG,DXB,DXB,
44188323,10922625,N529BL,SR22,N529BL,,,,,
44188369,10722928,N332NG,DH8D,N332NG,,,,,
44188283,10735605,N345AV,A320,AVA9473,AV9473,BGA,BOG,BOG,
44188347,11203784,N805DN,B739,DAL1655,DL1655,ATL,LAX,LAX,
44188332,11207812,,,,,,,,
44188299,10704768,N314US,A320,DAL818,DL818,MSP,BOS,BOS,
44188359,9044024,PK-GPC,A333,GIA890,GA890,CGK,PEK,PEK,
44188308,9044751,PK-LKF,B739,LNI2002,,,,,
44188355,3424899,EC-LQM,A320,VLG8200,VY8200,MAD,CDG,CDG,
44188278,,N619AE,E145,EGF3178,MQ3178,DFW,MKE,MKE,
44188309,0,,H25B,H25B,,,,,
44188322,7785825,9V-SKA,A388,SIA334,SQ334,SIN,CDG,CDG,
44188333,4921912,HB-JYE,A320,EZS258W,U21004,NCE,BSL,BSL,
44188281,11213279,N814SY,B738,,,,,,
44188287,3416779,EC-JQQ,A332,AEA42,UX42,EZE,MAD,MAD,
44188289,4458145,OE-IBZ,B733,TAY8004,3V8004,HEL,ORB,ORB,
44188317,4735187,PH-KZA,F70,KLM1549,KL1549,AMS,LBA,LBA,
44188366,3958386,D-AISR,A321,DLH1TR,LH27,HAM,FRA,FRA,
44188354,0,,,,,,,,
44188301,0,,H25B,H25B,,,,,
44188345,7405681,HZ-ASB,A320,SVA1044,SV1044,JED,RUH,RUH,
44188313,11202947,N804JB,A320,JBU606,B6606,LGB,SEA,SEA,
44188334,9003728,A6-ANA,A320,ABY536,G9536,KTM,SHJ,SHJ,
44188364,5021755,EI-CBK,AT42,REA77B,EI3377,BOH,DUB,DUB,
44188353,4805072,CS-TNP,A320,TAP261,TP261,LIS,ACC,ACC,
44188290,11383455,N982AN,B738,AAL1238,AA1238,LAS,DFW,DFW,
44188305,,N626AE,,EGF3574,MQ3574,MIA,CMH,CMH,
44188315,1152,HS-GTC,B734,,,,,,
44188331,10293008,,,,,,,,
44188312,5274682,UK-32011,A320,UZB764,HY764,ALA,TAS,TAS,
44188368,4949712,TC-AVP,B738,PGT129,PC129,ADA,SAW,SAW,
44188291,8389949,VT-SCU,A319,AIC608,AI608,BLR,BOM,BOM,
44188343,852846,XA-VOI,A319,VOI501,Y4501,HMO,TIJ,TIJ,
44188330,4967879,TC-SNG,B738,THY7207,TK7207,VAN,SAW,SAW,
44188346,12256358,,,,,,,,
44188356,3425290,EC-LVT,A320,VLG1034,VY1034,MAD,BCN,BCN,
44188310,7865387,B-6177,A319,CBJ5196,JD5196,TSN,SYX,SYX,
44188279,853081,XA-XII,A320,AIJ2951,4O2951,SAT,MEX,MEX,
44188284,4595224,OH-LKI,E190,FCM7RW,AY2743,HEL,WAW,WAW,
44188357,0,,BE20,BE20,,,,,
44188344,11170720,N7726A,B737,SWA467,WN467,BUR,LAS,LAS,
44188311,7865575,B-6382,A321,CCA4328,CA4328,NNG,CTU,CTU,
44188365,3413192,EC-HQI,A320,VLG1032,VY1032,BCN,MAD,MAD,
44188337,11026328,N630VA,A320,VRD108,VX108,LAX,IAD,IAD,
44188399,,N136EV,,ASQ4934,EV4934,ATL,DSM,DSM,
44188429,11374703,N973SW,CRJ2,,,,,,
44188391,12589903,C-FKIW,B737,WJA544,WS544,YVR,YYC,YYC,
44188460,11151602,N754AN,B772,AAL234,AA234,GRU,MIA,MIA,
44188378,4967466,TC-SAJ,B738,THY31X,TK7228,SAW,TZX,TZX,
44188466,3751296,F-GPMA,A319,AF222MW,AF6222,ORY,NCE,NCE,
44188428,11275575,N876GA,MD83,,,,,,
44188412,4218643,G-EZTC,A320,EZY597Y,U24028,TLS,ORY,ORY,
44188377,4217706,G-EZDR,A319,EZY63PA,U24997,FCO,AMS,AMS,
44188408,0,,F900,F900,,,,,
44188471,,N342NG,DH8D,RPA3870,YX3870,BUF,EWR,EWR,
44188451,4196906,G-JEDM,DH8D,BEE3CJ,BE1016,AMS,SOU,SOU,
44188442,12607957,C-GLBG,B738,CJA937,,MCO,YUL,YUL,
44188432,,N485UA,A320,UAL470,UA470,MIA,EWR,EWR,
44188386,4738788,PH-HSD,B738,TRA215,,,,,
